index;prerequisite;advanced;m1;m2;m2_sentence;m3;m4;m4a;m4b;m5
393;TOP-LEVEL DOMAINS;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;1.25
394;TRADITIONAL TELEPHONE;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;1.00
395;TRANSMISSION CONTROL PROTOCOL;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;0.00
396;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;0.50
397;TRANSPORT LAYER;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;0.50
398;TROJAN HORSE;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;-1.00
399;UNIFORM RESOURCE LOCATOR;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;0.10
400;USER DATAGRAM PROTOCOL;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;-0.25
401;VIRUS;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;-1.00
402;VOICE OVER INTERNET PROTOCOL;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;0.50
403;WEBSERVER;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;0.00
404;WIDE AREA NETWORK;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;1.00
405;WIRELESS NETWORK;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;1.30
406;WORLD WIDE WEB;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;0.55
407;WORM;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;-1.00
408;SECOND GENERATION;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;0.00
409;EMAIL;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;0.00
410;CLIENT-SIDE;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;0.00
411;SERVER-SIDE;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;0.00
412;SERVLET;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;0.00
413;WEBSERVERS;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;0.00
414;4G;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;1.25
415;ANTIVIRUS SOFTWARE;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;-1.00
416;SEARCH ENGINE;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;1.00
417;WIFI NETWORK;ACCESS INTERNET SERVICE PROVIDER;0;;;;;;;1.00
418;1G;ACCESS POINT;0;;;;;;;1.00
419;3G;ACCESS POINT;0;;;;;;;1.00
420;ACCESS INTERNET SERVICE PROVIDER;ACCESS POINT;0;;;;;;;0.00
421;ACTIVE SERVER PAGE;ACCESS POINT;0;;;;;;;0.00
422;ADDRESSING SYSTEM;ACCESS POINT;0;;;;;;;0.00
423;APPLICATION LAYER;ACCESS POINT;0;;;;;;;0.00
424;AUDITING SOFTWARE;ACCESS POINT;0;;;;;;;-1.00
425;BIT PATTERN;ACCESS POINT;0;;;;;;;0.00
426;BODY;ACCESS POINT;0;;;;;;;0.00
427;BRIDGE;ACCESS POINT;0;;;;;;;1.00
428;BROWSER;ACCESS POINT;0;;;;;;;0.00
429;BUS;ACCESS POINT;0;;;;;;;0.00
430;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;ACCESS POINT;0;;;;;;;0.00
431;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;ACCESS POINT;0;;;;;;;0.00
432;CERTIFICATE;ACCESS POINT;0;;;;;;;-1.00
433;CERTIFICATE AUTHORITY;ACCESS POINT;0;;;;;;;-1.00
434;CLIENT;ACCESS POINT;0;;;;;;;0.00
435;CLIENT SIDE;ACCESS POINT;0;;;;;;;0.00
436;CLIENT/SERVER MODEL;ACCESS POINT;0;;;;;;;1.00
437;CLOUD COMPUTING;ACCESS POINT;0;;;;;;;1.00
438;CLUSTER COMPUTE;ACCESS POINT;0;;;;;;;1.00
439;COLLISION AVOIDANCE;ACCESS POINT;0;;;;;;;0.00
440;COLLISION DETECTION;ACCESS POINT;0;;;;;;;0.00
441;COMPUTER;ACCESS POINT;0;;;;;;;0.00
442;COMPUTER SYSTEM;ACCESS POINT;0;;;;;;;0.00
443;CONTENT DELIVERY NETWORK;ACCESS POINT;0;;;;;;;1.00
444;DENIAL OF SERVICE;ACCESS POINT;0;;;;;;;-1.00
445;DIGITAL SIGNATURE;ACCESS POINT;0;;;;;;;-1.00
446;DISTRIBUTED SYSTEM;ACCESS POINT;0;;;;;;;0.00
447;DOMAIN;ACCESS POINT;0;;;;;;;0.00
448;DOMAIN NAME;ACCESS POINT;0;;;;;;;0.00
449;DOMAIN NAME SYSTEM;ACCESS POINT;0;;;;;;;0.00
450;ENCRYPTION;ACCESS POINT;0;;;;;;;-1.00
451;END SYSTEM;ACCESS POINT;0;;;;;;;0.00
452;END USER;ACCESS POINT;0;;;;;;;0.00
453;ETHERNET NETWORK;ACCESS POINT;0;;;;;;;0.00
454;EXTENSIBLE MARKUP LANGUAGE;ACCESS POINT;0;;;;;;;0.00
455;FILE SERVER;ACCESS POINT;0;;;;;;;0.00
456;FILE TRANSFER PROTOCOL;ACCESS POINT;0;;;;;;;0.00
457;FIREWALL;ACCESS POINT;0;;;;;;;-1.00
458;FORWARDING TABLE;ACCESS POINT;0;;;;;;;0.00
459;GATEWAY;ACCESS POINT;0;;;;;;;0.00
460;GRID COMPUTE;ACCESS POINT;0;;;;;;;1.00
461;HEAD;ACCESS POINT;0;;;;;;;1.00
462;HIDDEN TERMINAL PROBLEM;ACCESS POINT;0;;;;;;;1.00
463;HOP COUNT;ACCESS POINT;0;;;;;;;-1.00
464;HOT SPOT;ACCESS POINT;0;;;;;;;1.00
465;HUB;ACCESS POINT;0;;;;;;;1.00
466;HYPERTEXT;ACCESS POINT;0;;;;;;;0.00
467;HYPERTEXT DOCUMENT;ACCESS POINT;0;;;;;;;0.00
468;HYPERTEXT MARKUP LANGUAGE;ACCESS POINT;0;;;;;;;0.00
469;HYPERTEXT TRANSFER PROTOCOL;ACCESS POINT;0;;;;;;;0.00
470;HYPERTEXT TRANSFER PROTOCOL SERVER;ACCESS POINT;0;;;;;;;0.00
471;INSTANT MESSAGING;ACCESS POINT;0;;;;;;;1.00
472;INTERNET;ACCESS POINT;0;;;;;;;0.00
473;INTERNET INFRASTRUCTURE;ACCESS POINT;0;;;;;;;0.00
474;INTERNET MAIL ACCESS PROTOCOL;ACCESS POINT;0;;;;;;;0.00
475;INTERNET PROTOCOL;ACCESS POINT;0;;;;;;;0.00
476;INTERNET PROTOCOL ADDRESS;ACCESS POINT;0;;;;;;;0.00
477;INTERNET PROTOCOL NETWORK;ACCESS POINT;0;;;;;;;0.00
478;INTERNET SERVICE PROVIDER;ACCESS POINT;0;;;;;;;0.00
479;INTERNET SOFTWARE;ACCESS POINT;0;;;;;;;0.00
480;INTERNET2;ACCESS POINT;0;;;;;;;1.00
481;INTERPROCESS COMMUNICATION;ACCESS POINT;0;;;;;;;1.00
482;INTRANET;ACCESS POINT;0;;;;;;;0.00
483;JAVASERVER PAGE;ACCESS POINT;0;;;;;;;0.00
484;LINK LAYER;ACCESS POINT;0;;;;;;;0.00
485;LOCAL AREA NETWORK;ACCESS POINT;0;;;;;;;1.00
486;MAGNETIC DISK;ACCESS POINT;0;;;;;;;1.00
487;MAIL SERVER;ACCESS POINT;0;;;;;;;0.00
488;MALICIOUS SOFTWARE;ACCESS POINT;0;;;;;;;-1.00
489;MASS STORAGE;ACCESS POINT;0;;;;;;;0.00
490;METROPOLITAN AREA NETWORK;ACCESS POINT;0;;;;;;;1.00
491;MNEMONIC ADDRESS;ACCESS POINT;0;;;;;;;0.00
492;MNEMONIC DOMAIN NAME;ACCESS POINT;0;;;;;;;0.00
493;NAME SERVER;ACCESS POINT;0;;;;;;;0.00
494;NETWORK;ACCESS POINT;0;;;;;;;0.00
495;NETWORK LAYER;ACCESS POINT;0;;;;;;;0.00
496;NETWORK NEWS TRANSFER PROTOCOL;ACCESS POINT;0;;;;;;;1.00
497;NETWORK SOFTWARE;ACCESS POINT;0;;;;;;;0.00
498;OPEN NETWORK;ACCESS POINT;0;;;;;;;0.00
499;PEER-TO-PEER MODEL;ACCESS POINT;0;;;;;;;1.00
500;PERSONAL AREA NETWORK;ACCESS POINT;0;;;;;;;1.00
501;PHISHING;ACCESS POINT;0;;;;;;;-1.00
502;PHONE NETWORK;ACCESS POINT;0;;;;;;;0.00
503;PHP;ACCESS POINT;0;;;;;;;0.00
504;PORT NUMBER;ACCESS POINT;0;;;;;;;0.00
505;POST OFFICE PROTOCOL VERSION 3;ACCESS POINT;0;;;;;;;0.00
506;PRINT SERVER;ACCESS POINT;0;;;;;;;1.00
507;PRIVATE-KEY;ACCESS POINT;0;;;;;;;-1.00
508;PROTOCOL;ACCESS POINT;0;;;;;;;0.00
509;PROXY SERVER;ACCESS POINT;0;;;;;;;-1.00
510;PUBLIC-KEY;ACCESS POINT;0;;;;;;;0.00
511;PUBLIC-KEY ENCRYPTION;ACCESS POINT;0;;;;;;;-1.00
512;REGISTERED DOMAIN;ACCESS POINT;0;;;;;;;1.00
513;REMOTE MAIL SERVER;ACCESS POINT;0;;;;;;;0.00
514;REMOTE SERVER;ACCESS POINT;0;;;;;;;0.00
515;REPEATER;ACCESS POINT;0;;;;;;;1.00
516;ROUTER;ACCESS POINT;0;;;;;;;0.00
517;SECURE SHELL;ACCESS POINT;0;;;;;;;0.00
518;SECURE SOCKET LAYER;ACCESS POINT;0;;;;;;;-1.00
519;SERVER;ACCESS POINT;0;;;;;;;0.00
520;SERVER SIDE;ACCESS POINT;0;;;;;;;0.00
521;SERVLETS;ACCESS POINT;0;;;;;;;0.00
522;SIMPLE MAIL TRANSFER PROTOCOL;ACCESS POINT;0;;;;;;;0.00
523;SOFTWARE;ACCESS POINT;0;;;;;;;0.00
524;SPYWARE;ACCESS POINT;0;;;;;;;-1.00
525;STAR;ACCESS POINT;0;;;;;;;0.00
526;SUBDOMAINS;ACCESS POINT;0;;;;;;;1.00
527;SWITCH;ACCESS POINT;0;;;;;;;1.00
528;TAG;ACCESS POINT;0;;;;;;;0.00
529;TIER-1 INTERNET SERVICE PROVIDER;ACCESS POINT;0;;;;;;;1.00
530;TIER-2 INTERNET SERVICE PROVIDER;ACCESS POINT;0;;;;;;;1.00
531;TIER-3 INTERNET SERVICE PROVIDER;ACCESS POINT;0;;;;;;;1.00
532;TOP-LEVEL DOMAINS;ACCESS POINT;0;;;;;;;1.00
533;TRADITIONAL TELEPHONE;ACCESS POINT;0;;;;;;;0.00
534;TRANSMISSION CONTROL PROTOCOL;ACCESS POINT;0;;;;;;;0.00
535;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;ACCESS POINT;0;;;;;;;0.00
536;TRANSPORT LAYER;ACCESS POINT;0;;;;;;;0.00
537;TROJAN HORSE;ACCESS POINT;0;;;;;;;-1.00
538;UNIFORM RESOURCE LOCATOR;ACCESS POINT;0;;;;;;;0.00
539;USER DATAGRAM PROTOCOL;ACCESS POINT;0;;;;;;;-1.00
540;VIRUS;ACCESS POINT;0;;;;;;;-1.00
541;VOICE OVER INTERNET PROTOCOL;ACCESS POINT;0;;;;;;;0.00
542;WEBSERVER;ACCESS POINT;0;;;;;;;-0.20
543;WIDE AREA NETWORK;ACCESS POINT;0;;;;;;;0.00
544;WIRELESS NETWORK;ACCESS POINT;0;;;;;;;1.00
545;WORLD WIDE WEB;ACCESS POINT;0;;;;;;;0.00
546;WORM;ACCESS POINT;0;;;;;;;-1.00
547;SECOND GENERATION;ACCESS POINT;0;;;;;;;0.00
548;EMAIL;ACCESS POINT;0;;;;;;;0.00
549;CLIENT-SIDE;ACCESS POINT;0;;;;;;;0.00
550;SERVER-SIDE;ACCESS POINT;0;;;;;;;0.00
551;SERVLET;ACCESS POINT;0;;;;;;;0.00
552;WEBSERVERS;ACCESS POINT;0;;;;;;;-0.20
553;4G;ACCESS POINT;0;;;;;;;1.00
554;ANTIVIRUS SOFTWARE;ACCESS POINT;0;;;;;;;-1.00
555;SEARCH ENGINE;ACCESS POINT;0;;;;;;;1.00
556;WIFI NETWORK;ACCESS POINT;0;;;;;;;0.00
557;1G;ACTIVE SERVER PAGE;0;;;;;;;0.50
558;3G;ACTIVE SERVER PAGE;0;;;;;;;0.50
559;ACCESS INTERNET SERVICE PROVIDER;ACTIVE SERVER PAGE;0;;;;;;;0.00
560;ACCESS POINT;ACTIVE SERVER PAGE;0;;;;;;;0.00
561;ADDRESSING SYSTEM;ACTIVE SERVER PAGE;0;;;;;;;0.00
562;APPLICATION LAYER;ACTIVE SERVER PAGE;0;;;;;;;0.00
563;AUDITING SOFTWARE;ACTIVE SERVER PAGE;0;;;;;;;-1.00
564;BIT PATTERN;ACTIVE SERVER PAGE;0;;;;;;;-0.25
565;BODY;ACTIVE SERVER PAGE;0;;;;;;;0.50
566;BRIDGE;ACTIVE SERVER PAGE;0;;;;;;;1.00
567;BROWSER;ACTIVE SERVER PAGE;0;;;;;;;0.00
568;BUS;ACTIVE SERVER PAGE;0;;;;;;;0.00
569;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;ACTIVE SERVER PAGE;0;;;;;;;0.25
570;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;ACTIVE SERVER PAGE;0;;;;;;;0.25
571;CERTIFICATE;ACTIVE SERVER PAGE;0;;;;;;;-1.00
572;CERTIFICATE AUTHORITY;ACTIVE SERVER PAGE;0;;;;;;;-1.00
573;CLIENT;ACTIVE SERVER PAGE;0;;;;;;;0.00
574;CLIENT SIDE;ACTIVE SERVER PAGE;0;;;;;;;0.00
575;CLIENT/SERVER MODEL;ACTIVE SERVER PAGE;0;;;;;;;1.00
576;CLOUD COMPUTING;ACTIVE SERVER PAGE;0;;;;;;;0.75
577;CLUSTER COMPUTE;ACTIVE SERVER PAGE;0;;;;;;;1.00
578;COLLISION AVOIDANCE;ACTIVE SERVER PAGE;0;;;;;;;0.25
579;COLLISION DETECTION;ACTIVE SERVER PAGE;0;;;;;;;0.25
580;COMPUTER;ACTIVE SERVER PAGE;0;;;;;;;0.00
581;COMPUTER SYSTEM;ACTIVE SERVER PAGE;0;;;;;;;0.00
582;CONTENT DELIVERY NETWORK;ACTIVE SERVER PAGE;0;;;;;;;0.50
583;DENIAL OF SERVICE;ACTIVE SERVER PAGE;0;;;;;;;-1.00
584;DIGITAL SIGNATURE;ACTIVE SERVER PAGE;0;;;;;;;-1.00
585;DISTRIBUTED SYSTEM;ACTIVE SERVER PAGE;0;;;;;;;0.00
586;DOMAIN;ACTIVE SERVER PAGE;0;;;;;;;0.00
587;DOMAIN NAME;ACTIVE SERVER PAGE;0;;;;;;;0.00
588;DOMAIN NAME SYSTEM;ACTIVE SERVER PAGE;0;;;;;;;0.00
589;ENCRYPTION;ACTIVE SERVER PAGE;0;;;;;;;-1.00
590;END SYSTEM;ACTIVE SERVER PAGE;0;;;;;;;0.00
591;END USER;ACTIVE SERVER PAGE;0;;;;;;;0.00
592;ETHERNET NETWORK;ACTIVE SERVER PAGE;0;;;;;;;0.00
593;EXTENSIBLE MARKUP LANGUAGE;ACTIVE SERVER PAGE;0;;;;;;;0.00
594;FILE SERVER;ACTIVE SERVER PAGE;0;;;;;;;0.00
595;FILE TRANSFER PROTOCOL;ACTIVE SERVER PAGE;0;;;;;;;0.00
596;FIREWALL;ACTIVE SERVER PAGE;0;;;;;;;-1.00
597;FORWARDING TABLE;ACTIVE SERVER PAGE;0;;;;;;;0.00
598;GATEWAY;ACTIVE SERVER PAGE;0;;;;;;;0.00
599;GRID COMPUTE;ACTIVE SERVER PAGE;0;;;;;;;1.00
600;HEAD;ACTIVE SERVER PAGE;0;;;;;;;1.00
601;HIDDEN TERMINAL PROBLEM;ACTIVE SERVER PAGE;0;;;;;;;1.00
602;HOP COUNT;ACTIVE SERVER PAGE;0;;;;;;;-0.75
603;HOT SPOT;ACTIVE SERVER PAGE;0;;;;;;;0.50
604;HUB;ACTIVE SERVER PAGE;0;;;;;;;1.00
605;HYPERTEXT;ACTIVE SERVER PAGE;0;;;;;;;0.00
606;HYPERTEXT DOCUMENT;ACTIVE SERVER PAGE;0;;;;;;;0.00
607;HYPERTEXT MARKUP LANGUAGE;ACTIVE SERVER PAGE;0;;;;;;;0.00
608;HYPERTEXT TRANSFER PROTOCOL;ACTIVE SERVER PAGE;0;;;;;;;0.00
609;HYPERTEXT TRANSFER PROTOCOL SERVER;ACTIVE SERVER PAGE;0;;;;;;;0.00
610;INSTANT MESSAGING;ACTIVE SERVER PAGE;0;;;;;;;0.75
611;INTERNET;ACTIVE SERVER PAGE;0;;;;;;;0.00
612;INTERNET INFRASTRUCTURE;ACTIVE SERVER PAGE;0;;;;;;;0.00
613;INTERNET MAIL ACCESS PROTOCOL;ACTIVE SERVER PAGE;0;;;;;;;0.00
614;INTERNET PROTOCOL;ACTIVE SERVER PAGE;0;;;;;;;0.00
615;INTERNET PROTOCOL ADDRESS;ACTIVE SERVER PAGE;0;;;;;;;0.00
616;INTERNET PROTOCOL NETWORK;ACTIVE SERVER PAGE;0;;;;;;;0.00
617;INTERNET SERVICE PROVIDER;ACTIVE SERVER PAGE;0;;;;;;;0.00
618;INTERNET SOFTWARE;ACTIVE SERVER PAGE;0;;;;;;;0.00
619;INTERNET2;ACTIVE SERVER PAGE;0;;;;;;;0.50
620;INTERPROCESS COMMUNICATION;ACTIVE SERVER PAGE;0;;;;;;;1.00
621;INTRANET;ACTIVE SERVER PAGE;0;;;;;;;-0.25
622;JAVASERVER PAGE;ACTIVE SERVER PAGE;0;;;;;;;0.00
623;LINK LAYER;ACTIVE SERVER PAGE;0;;;;;;;0.00
624;LOCAL AREA NETWORK;ACTIVE SERVER PAGE;0;;;;;;;0.75
625;MAGNETIC DISK;ACTIVE SERVER PAGE;0;;;;;;;1.00
626;MAIL SERVER;ACTIVE SERVER PAGE;0;;;;;;;0.00
627;MALICIOUS SOFTWARE;ACTIVE SERVER PAGE;0;;;;;;;-1.00
628;MASS STORAGE;ACTIVE SERVER PAGE;0;;;;;;;0.00
629;METROPOLITAN AREA NETWORK;ACTIVE SERVER PAGE;0;;;;;;;0.75
630;MNEMONIC ADDRESS;ACTIVE SERVER PAGE;0;;;;;;;0.00
631;MNEMONIC DOMAIN NAME;ACTIVE SERVER PAGE;0;;;;;;;0.00
632;NAME SERVER;ACTIVE SERVER PAGE;0;;;;;;;0.00
633;NETWORK;ACTIVE SERVER PAGE;0;;;;;;;0.00
634;NETWORK LAYER;ACTIVE SERVER PAGE;0;;;;;;;0.00
635;NETWORK NEWS TRANSFER PROTOCOL;ACTIVE SERVER PAGE;0;;;;;;;0.50
636;NETWORK SOFTWARE;ACTIVE SERVER PAGE;0;;;;;;;0.00
637;OPEN NETWORK;ACTIVE SERVER PAGE;0;;;;;;;0.00
638;PEER-TO-PEER MODEL;ACTIVE SERVER PAGE;0;;;;;;;0.75
639;PERSONAL AREA NETWORK;ACTIVE SERVER PAGE;0;;;;;;;0.75
640;PHISHING;ACTIVE SERVER PAGE;0;;;;;;;-1.00
641;PHONE NETWORK;ACTIVE SERVER PAGE;0;;;;;;;0.00
642;PHP;ACTIVE SERVER PAGE;0;;;;;;;0.00
643;PORT NUMBER;ACTIVE SERVER PAGE;0;;;;;;;0.00
644;POST OFFICE PROTOCOL VERSION 3;ACTIVE SERVER PAGE;0;;;;;;;0.00
645;PRINT SERVER;ACTIVE SERVER PAGE;0;;;;;;;1.00
646;PRIVATE-KEY;ACTIVE SERVER PAGE;0;;;;;;;-1.00
647;PROTOCOL;ACTIVE SERVER PAGE;0;;;;;;;0.00
648;PROXY SERVER;ACTIVE SERVER PAGE;0;;;;;;;-1.00
649;PUBLIC-KEY;ACTIVE SERVER PAGE;0;;;;;;;-0.25
650;PUBLIC-KEY ENCRYPTION;ACTIVE SERVER PAGE;0;;;;;;;-1.00
651;REGISTERED DOMAIN;ACTIVE SERVER PAGE;0;;;;;;;0.50
652;REMOTE MAIL SERVER;ACTIVE SERVER PAGE;0;;;;;;;0.00
653;REMOTE SERVER;ACTIVE SERVER PAGE;0;;;;;;;0.00
654;REPEATER;ACTIVE SERVER PAGE;0;;;;;;;1.00
655;ROUTER;ACTIVE SERVER PAGE;0;;;;;;;0.00
656;SECURE SHELL;ACTIVE SERVER PAGE;0;;;;;;;0.00
657;SECURE SOCKET LAYER;ACTIVE SERVER PAGE;0;;;;;;;-1.00
658;SERVER;ACTIVE SERVER PAGE;0;;;;;;;0.00
659;SERVER SIDE;ACTIVE SERVER PAGE;0;;;;;;;0.00
660;SERVLETS;ACTIVE SERVER PAGE;0;;;;;;;0.00
661;SIMPLE MAIL TRANSFER PROTOCOL;ACTIVE SERVER PAGE;0;;;;;;;0.00
662;SOFTWARE;ACTIVE SERVER PAGE;0;;;;;;;0.00
663;SPYWARE;ACTIVE SERVER PAGE;0;;;;;;;-1.00
664;STAR;ACTIVE SERVER PAGE;0;;;;;;;0.00
665;SUBDOMAINS;ACTIVE SERVER PAGE;0;;;;;;;0.50
666;SWITCH;ACTIVE SERVER PAGE;0;;;;;;;0.75
667;TAG;ACTIVE SERVER PAGE;0;;;;;;;0.00
668;TIER-1 INTERNET SERVICE PROVIDER;ACTIVE SERVER PAGE;0;;;;;;;0.50
669;TIER-2 INTERNET SERVICE PROVIDER;ACTIVE SERVER PAGE;0;;;;;;;0.50
670;TIER-3 INTERNET SERVICE PROVIDER;ACTIVE SERVER PAGE;0;;;;;;;0.50
671;TOP-LEVEL DOMAINS;ACTIVE SERVER PAGE;0;;;;;;;0.50
672;TRADITIONAL TELEPHONE;ACTIVE SERVER PAGE;0;;;;;;;0.00
673;TRANSMISSION CONTROL PROTOCOL;ACTIVE SERVER PAGE;0;;;;;;;0.00
674;TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;ACTIVE SERVER PAGE;0;;;;;;;0.00
675;TRANSPORT LAYER;ACTIVE SERVER PAGE;0;;;;;;;0.00
676;TROJAN HORSE;ACTIVE SERVER PAGE;0;;;;;;;-1.00
677;UNIFORM RESOURCE LOCATOR;ACTIVE SERVER PAGE;0;;;;;;;-0.50
678;USER DATAGRAM PROTOCOL;ACTIVE SERVER PAGE;0;;;;;;;-0.50
679;VIRUS;ACTIVE SERVER PAGE;0;;;;;;;-1.00
680;VOICE OVER INTERNET PROTOCOL;ACTIVE SERVER PAGE;0;;;;;;;0.00
681;WEBSERVER;ACTIVE SERVER PAGE;0;;;;;;;-0.25
682;WIDE AREA NETWORK;ACTIVE SERVER PAGE;0;;;;;;;0.00
683;WIRELESS NETWORK;ACTIVE SERVER PAGE;0;;;;;;;0.75
684;WORLD WIDE WEB;ACTIVE SERVER PAGE;0;;;;;;;0.00
685;WORM;ACTIVE SERVER PAGE;0;;;;;;;-1.00
686;SECOND GENERATION;ACTIVE SERVER PAGE;0;;;;;;;-0.25
687;EMAIL;ACTIVE SERVER PAGE;0;;;;;;;0.00
688;CLIENT-SIDE;ACTIVE SERVER PAGE;0;;;;;;;0.00
689;SERVER-SIDE;ACTIVE SERVER PAGE;0;;;;;;;0.00
690;SERVLET;ACTIVE SERVER PAGE;0;;;;;;;0.00
691;WEBSERVERS;ACTIVE SERVER PAGE;0;;;;;;;-0.25
692;4G;ACTIVE SERVER PAGE;0;;;;;;;0.50
693;ANTIVIRUS SOFTWARE;ACTIVE SERVER PAGE;0;;;;;;;-1.00
694;SEARCH ENGINE;ACTIVE SERVER PAGE;0;;;;;;;1.00
695;WIFI NETWORK;ACTIVE SERVER PAGE;0;;;;;;;0.00
696;1G;ADDRESSING SYSTEM;0;;;;;;;0.25
697;3G;ADDRESSING SYSTEM;0;;;;;;;0.25
698;ACCESS INTERNET SERVICE PROVIDER;ADDRESSING SYSTEM;0;;;;;;;-1.00
699;ACCESS POINT;ADDRESSING SYSTEM;0;;;;;;;0.00
700;ACTIVE SERVER PAGE;ADDRESSING SYSTEM;0;;;;;;;0.00
701;APPLICATION LAYER;ADDRESSING SYSTEM;0;;;;;;;-1.00
702;AUDITING SOFTWARE;ADDRESSING SYSTEM;0;;;;;;;-1.00
703;BIT PATTERN;ADDRESSING SYSTEM;0;;;;;;;-0.70
704;BODY;ADDRESSING SYSTEM;0;;;;;;;-0.10
705;BRIDGE;ADDRESSING SYSTEM;0;;;;;;;1.00
706;BROWSER;ADDRESSING SYSTEM;0;;;;;;;-0.70
707;BUS;ADDRESSING SYSTEM;0;;;;;;;0.00
708;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;ADDRESSING SYSTEM;0;;;;;;;0.00
709;CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;ADDRESSING SYSTEM;0;;;;;;;0.00
710;CERTIFICATE;ADDRESSING SYSTEM;0;;;;;;;-1.00
711;CERTIFICATE AUTHORITY;ADDRESSING SYSTEM;0;;;;;;;-1.00
712;CLIENT;ADDRESSING SYSTEM;0;;;;;;;0.00
713;CLIENT SIDE;ADDRESSING SYSTEM;0;;;;;;;0.00
714;CLIENT/SERVER MODEL;ADDRESSING SYSTEM;0;;;;;;;1.00
715;CLOUD COMPUTING;ADDRESSING SYSTEM;0;;;;;;;1.00
716;CLUSTER COMPUTE;ADDRESSING SYSTEM;0;;;;;;;1.00
717;COLLISION AVOIDANCE;ADDRESSING SYSTEM;0;;;;;;;0.00
718;COLLISION DETECTION;ADDRESSING SYSTEM;0;;;;;;;0.00
719;COMPUTER;ADDRESSING SYSTEM;0;;;;;;;0.00
720;COMPUTER SYSTEM;ADDRESSING SYSTEM;0;;;;;;;0.00
721;CONTENT DELIVERY NETWORK;ADDRESSING SYSTEM;0;;;;;;;0.25
722;DENIAL OF SERVICE;ADDRESSING SYSTEM;0;;;;;;;-1.00
723;DIGITAL SIGNATURE;ADDRESSING SYSTEM;0;;;;;;;-1.00
724;DISTRIBUTED SYSTEM;ADDRESSING SYSTEM;0;;;;;;;0.00
725;DOMAIN;ADDRESSING SYSTEM;0;;;;;;;0.00
726;DOMAIN NAME;ADDRESSING SYSTEM;0;;;;;;;0.00
727;DOMAIN NAME SYSTEM;ADDRESSING SYSTEM;0;;;;;;;0.00
728;ENCRYPTION;ADDRESSING SYSTEM;0;;;;;;;-1.00
729;END SYSTEM;ADDRESSING SYSTEM;0;;;;;;;0.00
730;END USER;ADDRESSING SYSTEM;0;;;;;;;0.00
731;ETHERNET NETWORK;ADDRESSING SYSTEM;0;;;;;;;0.00
732;EXTENSIBLE MARKUP LANGUAGE;ADDRESSING SYSTEM;0;;;;;;;0.00
733;FILE SERVER;ADDRESSING SYSTEM;0;;;;;;;0.00
734;FILE TRANSFER PROTOCOL;ADDRESSING SYSTEM;0;;;;;;;-0.70
735;FIREWALL;ADDRESSING SYSTEM;0;;;;;;;-1.00
736;FORWARDING TABLE;ADDRESSING SYSTEM;0;;;;;;;-1.00
737;GATEWAY;ADDRESSING SYSTEM;0;;;;;;;-0.25
738;GRID COMPUTE;ADDRESSING SYSTEM;0;;;;;;;1.00
739;HEAD;ADDRESSING SYSTEM;0;;;;;;;0.20
740;HIDDEN TERMINAL PROBLEM;ADDRESSING SYSTEM;0;;;;;;;1.00
741;HOP COUNT;ADDRESSING SYSTEM;0;;;;;;;-1.30
742;HOT SPOT;ADDRESSING SYSTEM;0;;;;;;;0.25
743;HUB;ADDRESSING SYSTEM;0;;;;;;;1.00
744;HYPERTEXT;ADDRESSING SYSTEM;0;;;;;;;-0.70
745;HYPERTEXT DOCUMENT;ADDRESSING SYSTEM;0;;;;;;;0.00
