prerequisite;advanced;m1;m2;m2_sentence;m3;m4;m4a;m4b;m5
COLLISION DETECTION;ACCESS POINT;;0;0;;;;;
COMPUTER;ACCESS POINT;;0;0;;;;;
COMPUTER SYSTEM;ACCESS POINT;;0;0;;;;;
CONTENT DELIVERY NETWORK;ACCESS POINT;;0;0;;;;;
DENIAL OF SERVICE;ACCESS POINT;;0;0;;;;;
DIGITAL SIGNATURE;ACCESS POINT;;0;0;;;;;
DISTRIBUTED SYSTEM;ACCESS POINT;;0;0;;;;;
DOMAIN;ACCESS POINT;;0;0;;;;;
DOMAIN NAME;ACCESS POINT;;0;0;;;;;
DOMAIN NAME SYSTEM;ACCESS POINT;;0;0;;;;;
ENCRYPTION;ACCESS POINT;;0;0;;;;;
END SYSTEM;ACCESS POINT;;0;0;;;;;
END USER;ACCESS POINT;;0;0;;;;;
ETHERNET NETWORK;ACCESS POINT;;0;0;;;;;
EXTENSIBLE MARKUP LANGUAGE;ACCESS POINT;;0;0;;;;;
FILE SERVER;ACCESS POINT;;0;0;;;;;
FILE TRANSFER PROTOCOL;ACCESS POINT;;0;0;;;;;
FIREWALL;ACCESS POINT;;0;0;;;;;
FORWARDING TABLE;ACCESS POINT;;0;0;;;;;
GATEWAY;ACCESS POINT;;0;0;;;;;
GRID COMPUTE;ACCESS POINT;;0;0;;;;;
HEAD;ACCESS POINT;;0;0;;;;;
HIDDEN TERMINAL PROBLEM;ACCESS POINT;;0;0;;;;;
HOP COUNT;ACCESS POINT;;0;0;;;;;
HOT SPOT;ACCESS POINT;;0;0;;;;;
HUB;ACCESS POINT;;0;0;;;;;
HYPERTEXT;ACCESS POINT;;0;0;;;;;
HYPERTEXT DOCUMENT;ACCESS POINT;;0;0;;;;;
HYPERTEXT MARKUP LANGUAGE;ACCESS POINT;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL;ACCESS POINT;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL SERVER;ACCESS POINT;;0;0;;;;;
INSTANT MESSAGING;ACCESS POINT;;0;0;;;;;
INTERNET;ACCESS POINT;;0;0;;;;;
INTERNET INFRASTRUCTURE;ACCESS POINT;;0;0;;;;;
INTERNET MAIL ACCESS PROTOCOL;ACCESS POINT;;0;0;;;;;
INTERNET PROTOCOL;ACCESS POINT;;0;0;;;;;
INTERNET PROTOCOL ADDRESS;ACCESS POINT;;0;0;;;;;
INTERNET PROTOCOL NETWORK;ACCESS POINT;;0;0;;;;;
INTERNET SERVICE PROVIDER;ACCESS POINT;;0;0;;;;;
INTERNET SOFTWARE;ACCESS POINT;;0;0;;;;;
INTERNET2;ACCESS POINT;;0;0;;;;;
INTERPROCESS COMMUNICATION;ACCESS POINT;;0;0;;;;;
INTRANET;ACCESS POINT;;0;0;;;;;
JAVASERVER PAGE;ACCESS POINT;;0;0;;;;;
LINK LAYER;ACCESS POINT;;0;0;;;;;
LOCAL AREA NETWORK;ACCESS POINT;;0;0;;;;;
MAGNETIC DISK;ACCESS POINT;;0;0;;;;;
MAIL SERVER;ACCESS POINT;;0;0;;;;;
MALICIOUS SOFTWARE;ACCESS POINT;;0;0;;;;;
MASS STORAGE;ACCESS POINT;;0;0;;;;;
METROPOLITAN AREA NETWORK;ACCESS POINT;;0;0;;;;;
MNEMONIC ADDRESS;ACCESS POINT;;0;0;;;;;
MNEMONIC DOMAIN NAME;ACCESS POINT;;0;0;;;;;
NAME SERVER;ACCESS POINT;;0;0;;;;;
NETWORK;ACCESS POINT;;0;0;;;;;
NETWORK LAYER;ACCESS POINT;;0;0;;;;;
NETWORK NEWS TRANSFER PROTOCOL;ACCESS POINT;;0;0;;;;;
NETWORK SOFTWARE;ACCESS POINT;;0;0;;;;;
OPEN NETWORK;ACCESS POINT;;0;0;;;;;
PEER-TO-PEER MODEL;ACCESS POINT;;0;0;;;;;
PERSONAL AREA NETWORK;ACCESS POINT;;0;0;;;;;
PHISHING;ACCESS POINT;;0;0;;;;;
PHONE NETWORK;ACCESS POINT;;0;0;;;;;
PHP;ACCESS POINT;;0;0;;;;;
PORT NUMBER;ACCESS POINT;;0;0;;;;;
POST OFFICE PROTOCOL VERSION 3;ACCESS POINT;;0;0;;;;;
PRINT SERVER;ACCESS POINT;;0;0;;;;;
PRIVATE-KEY;ACCESS POINT;;0;0;;;;;
PROTOCOL;ACCESS POINT;;0;0;;;;;
PROXY SERVER;ACCESS POINT;;0;0;;;;;
PUBLIC-KEY;ACCESS POINT;;0;0;;;;;
PUBLIC-KEY ENCRYPTION;ACCESS POINT;;0;0;;;;;
REGISTERED DOMAIN;ACCESS POINT;;0;0;;;;;
REMOTE MAIL SERVER;ACCESS POINT;;0;0;;;;;
REMOTE SERVER;ACCESS POINT;;0;0;;;;;
REPEATER;ACCESS POINT;;0;0;;;;;
ROUTER;ACCESS POINT;;0;0;;;;;
SECURE SHELL;ACCESS POINT;;0;0;;;;;
SECURE SOCKET LAYER;ACCESS POINT;;0;0;;;;;
SERVER;ACCESS POINT;;0;0;;;;;
SERVER SIDE;ACCESS POINT;;0;0;;;;;
SERVLETS;ACCESS POINT;;0;0;;;;;
SIMPLE MAIL TRANSFER PROTOCOL;ACCESS POINT;;0;0;;;;;
SOFTWARE;ACCESS POINT;;0;0;;;;;
SPYWARE;ACCESS POINT;;0;0;;;;;
STAR;ACCESS POINT;;0;0;;;;;
SUBDOMAINS;ACCESS POINT;;0;0;;;;;
SWITCH;ACCESS POINT;;0;0;;;;;
TAG;ACCESS POINT;;0;0;;;;;
TIER-1 INTERNET SERVICE PROVIDER;ACCESS POINT;;0;0;;;;;
TIER-2 INTERNET SERVICE PROVIDER;ACCESS POINT;;0;0;;;;;
TIER-3 INTERNET SERVICE PROVIDER;ACCESS POINT;;0;0;;;;;
TOP-LEVEL DOMAINS;ACCESS POINT;;0;0;;;;;
TRADITIONAL TELEPHONE;ACCESS POINT;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL;ACCESS POINT;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;ACCESS POINT;;0;0;;;;;
TRANSPORT LAYER;ACCESS POINT;;0;0;;;;;
TROJAN HORSE;ACCESS POINT;;0;0;;;;;
UNIFORM RESOURCE LOCATOR;ACCESS POINT;;0;0;;;;;
USER DATAGRAM PROTOCOL;ACCESS POINT;;0;0;;;;;
VIRUS;ACCESS POINT;;0;0;;;;;
VOICE OVER INTERNET PROTOCOL;ACCESS POINT;;0;0;;;;;
WEBSERVER;ACCESS POINT;;0;0;;;;;
WIDE AREA NETWORK;ACCESS POINT;;0;0;;;;;
WIRELESS NETWORK;ACCESS POINT;;0;0;;;;;
WORLD WIDE WEB;ACCESS POINT;;0;0;;;;;
WORM;ACCESS POINT;;0;0;;;;;
SECOND GENERATION;ACCESS POINT;;0;0;;;;;
EMAIL;ACCESS POINT;;0;0;;;;;
CLIENT-SIDE;ACCESS POINT;;0;0;;;;;
SERVER-SIDE;ACCESS POINT;;0;0;;;;;
SERVLET;ACCESS POINT;;0;0;;;;;
WEBSERVERS;ACCESS POINT;;0;0;;;;;
4G;ACCESS POINT;;0;0;;;;;
ANTIVIRUS SOFTWARE;ACCESS POINT;;0;0;;;;;
SEARCH ENGINE;ACCESS POINT;;0;0;;;;;
WIFI NETWORK;ACCESS POINT;;0;0;;;;;
1G;ACTIVE SERVER PAGE;;0;0;;;;;
3G;ACTIVE SERVER PAGE;;0;0;;;;;
ACCESS INTERNET SERVICE PROVIDER;ACTIVE SERVER PAGE;;0;0;;;;;
ACCESS POINT;ACTIVE SERVER PAGE;;0;0;;;;;
ADDRESSING SYSTEM;ACTIVE SERVER PAGE;;0;0;;;;;
APPLICATION LAYER;ACTIVE SERVER PAGE;;0;0;;;;;
AUDITING SOFTWARE;ACTIVE SERVER PAGE;;0;0;;;;;
BIT PATTERN;ACTIVE SERVER PAGE;;0;0;;;;;
BODY;ACTIVE SERVER PAGE;;0;0;;;;;
BRIDGE;ACTIVE SERVER PAGE;;0;0;;;;;
BROWSER;ACTIVE SERVER PAGE;;0;0;;;;;
BUS;ACTIVE SERVER PAGE;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;ACTIVE SERVER PAGE;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;ACTIVE SERVER PAGE;;0;0;;;;;
CERTIFICATE;ACTIVE SERVER PAGE;;0;0;;;;;
CERTIFICATE AUTHORITY;ACTIVE SERVER PAGE;;0;0;;;;;
CLIENT;ACTIVE SERVER PAGE;;0;0;;;;;
CLIENT SIDE;ACTIVE SERVER PAGE;;0;0;;;;;
CLIENT/SERVER MODEL;ACTIVE SERVER PAGE;;0;0;;;;;
CLOUD COMPUTING;ACTIVE SERVER PAGE;;0;0;;;;;
CLUSTER COMPUTE;ACTIVE SERVER PAGE;;0;0;;;;;
COLLISION AVOIDANCE;ACTIVE SERVER PAGE;;0;0;;;;;
COLLISION DETECTION;ACTIVE SERVER PAGE;;0;0;;;;;
COMPUTER;ACTIVE SERVER PAGE;;0;0;;;;;
COMPUTER SYSTEM;ACTIVE SERVER PAGE;;0;0;;;;;
CONTENT DELIVERY NETWORK;ACTIVE SERVER PAGE;;0;0;;;;;
DENIAL OF SERVICE;ACTIVE SERVER PAGE;;0;0;;;;;
DIGITAL SIGNATURE;ACTIVE SERVER PAGE;;0;0;;;;;
DISTRIBUTED SYSTEM;ACTIVE SERVER PAGE;;0;0;;;;;
DOMAIN;ACTIVE SERVER PAGE;;0;0;;;;;
DOMAIN NAME;ACTIVE SERVER PAGE;;0;0;;;;;
DOMAIN NAME SYSTEM;ACTIVE SERVER PAGE;;0;0;;;;;
ENCRYPTION;ACTIVE SERVER PAGE;;0;0;;;;;
END SYSTEM;ACTIVE SERVER PAGE;;0;0;;;;;
END USER;ACTIVE SERVER PAGE;;0;0;;;;;
ETHERNET NETWORK;ACTIVE SERVER PAGE;;0;0;;;;;
EXTENSIBLE MARKUP LANGUAGE;ACTIVE SERVER PAGE;;0;0;;;;;
FILE SERVER;ACTIVE SERVER PAGE;;0;0;;;;;
FILE TRANSFER PROTOCOL;ACTIVE SERVER PAGE;;0;0;;;;;
FIREWALL;ACTIVE SERVER PAGE;;0;0;;;;;
FORWARDING TABLE;ACTIVE SERVER PAGE;;0;0;;;;;
GATEWAY;ACTIVE SERVER PAGE;;0;0;;;;;
GRID COMPUTE;ACTIVE SERVER PAGE;;0;0;;;;;
HEAD;ACTIVE SERVER PAGE;;0;0;;;;;
HIDDEN TERMINAL PROBLEM;ACTIVE SERVER PAGE;;0;0;;;;;
HOP COUNT;ACTIVE SERVER PAGE;;0;0;;;;;
HOT SPOT;ACTIVE SERVER PAGE;;0;0;;;;;
HUB;ACTIVE SERVER PAGE;;0;0;;;;;
HYPERTEXT;ACTIVE SERVER PAGE;;0;0;;;;;
HYPERTEXT DOCUMENT;ACTIVE SERVER PAGE;;0;0;;;;;
HYPERTEXT MARKUP LANGUAGE;ACTIVE SERVER PAGE;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL;ACTIVE SERVER PAGE;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL SERVER;ACTIVE SERVER PAGE;;0;0;;;;;
INSTANT MESSAGING;ACTIVE SERVER PAGE;;0;0;;;;;
INTERNET;ACTIVE SERVER PAGE;;0;0;;;;;
INTERNET INFRASTRUCTURE;ACTIVE SERVER PAGE;;0;0;;;;;
INTERNET MAIL ACCESS PROTOCOL;ACTIVE SERVER PAGE;;0;0;;;;;
INTERNET PROTOCOL;ACTIVE SERVER PAGE;;0;0;;;;;
INTERNET PROTOCOL ADDRESS;ACTIVE SERVER PAGE;;0;0;;;;;
INTERNET PROTOCOL NETWORK;ACTIVE SERVER PAGE;;0;0;;;;;
INTERNET SERVICE PROVIDER;ACTIVE SERVER PAGE;;0;0;;;;;
INTERNET SOFTWARE;ACTIVE SERVER PAGE;;0;0;;;;;
INTERNET2;ACTIVE SERVER PAGE;;0;0;;;;;
INTERPROCESS COMMUNICATION;ACTIVE SERVER PAGE;;0;0;;;;;
INTRANET;ACTIVE SERVER PAGE;;0;0;;;;;
JAVASERVER PAGE;ACTIVE SERVER PAGE;;0;0;;;;;
LINK LAYER;ACTIVE SERVER PAGE;;0;0;;;;;
LOCAL AREA NETWORK;ACTIVE SERVER PAGE;;0;0;;;;;
MAGNETIC DISK;ACTIVE SERVER PAGE;;0;0;;;;;
MAIL SERVER;ACTIVE SERVER PAGE;;0;0;;;;;
MALICIOUS SOFTWARE;ACTIVE SERVER PAGE;;0;0;;;;;
MASS STORAGE;ACTIVE SERVER PAGE;;0;0;;;;;
METROPOLITAN AREA NETWORK;ACTIVE SERVER PAGE;;0;0;;;;;
MNEMONIC ADDRESS;ACTIVE SERVER PAGE;;0;0;;;;;
MNEMONIC DOMAIN NAME;ACTIVE SERVER PAGE;;0;0;;;;;
NAME SERVER;ACTIVE SERVER PAGE;;0;0;;;;;
NETWORK;ACTIVE SERVER PAGE;;0;0;;;;;
NETWORK LAYER;ACTIVE SERVER PAGE;;0;0;;;;;
NETWORK NEWS TRANSFER PROTOCOL;ACTIVE SERVER PAGE;;0;0;;;;;
NETWORK SOFTWARE;ACTIVE SERVER PAGE;;0;0;;;;;
OPEN NETWORK;ACTIVE SERVER PAGE;;0;0;;;;;
PEER-TO-PEER MODEL;ACTIVE SERVER PAGE;;0;0;;;;;
PERSONAL AREA NETWORK;ACTIVE SERVER PAGE;;0;0;;;;;
PHISHING;ACTIVE SERVER PAGE;;0;0;;;;;
PHONE NETWORK;ACTIVE SERVER PAGE;;0;0;;;;;
PHP;ACTIVE SERVER PAGE;;0;0;;;;;
PORT NUMBER;ACTIVE SERVER PAGE;;0;0;;;;;
POST OFFICE PROTOCOL VERSION 3;ACTIVE SERVER PAGE;;0;0;;;;;
PRINT SERVER;ACTIVE SERVER PAGE;;0;0;;;;;
PRIVATE-KEY;ACTIVE SERVER PAGE;;0;0;;;;;
PROTOCOL;ACTIVE SERVER PAGE;;0;0;;;;;
PROXY SERVER;ACTIVE SERVER PAGE;;0;0;;;;;
PUBLIC-KEY;ACTIVE SERVER PAGE;;0;0;;;;;
PUBLIC-KEY ENCRYPTION;ACTIVE SERVER PAGE;;0;0;;;;;
REGISTERED DOMAIN;ACTIVE SERVER PAGE;;0;0;;;;;
REMOTE MAIL SERVER;ACTIVE SERVER PAGE;;0;0;;;;;
REMOTE SERVER;ACTIVE SERVER PAGE;;0;0;;;;;
REPEATER;ACTIVE SERVER PAGE;;0;0;;;;;
ROUTER;ACTIVE SERVER PAGE;;0;0;;;;;
SECURE SHELL;ACTIVE SERVER PAGE;;0;0;;;;;
SECURE SOCKET LAYER;ACTIVE SERVER PAGE;;0;0;;;;;
SERVER;ACTIVE SERVER PAGE;;0;0;;;;;
SERVER SIDE;ACTIVE SERVER PAGE;;0;0;;;;;
SERVLETS;ACTIVE SERVER PAGE;;0;0;;;;;
SIMPLE MAIL TRANSFER PROTOCOL;ACTIVE SERVER PAGE;;0;0;;;;;
SOFTWARE;ACTIVE SERVER PAGE;;0;0;;;;;
SPYWARE;ACTIVE SERVER PAGE;;0;0;;;;;
STAR;ACTIVE SERVER PAGE;;0;0;;;;;
SUBDOMAINS;ACTIVE SERVER PAGE;;0;0;;;;;
SWITCH;ACTIVE SERVER PAGE;;0;0;;;;;
TAG;ACTIVE SERVER PAGE;;0;0;;;;;
TIER-1 INTERNET SERVICE PROVIDER;ACTIVE SERVER PAGE;;0;0;;;;;
TIER-2 INTERNET SERVICE PROVIDER;ACTIVE SERVER PAGE;;0;0;;;;;
TIER-3 INTERNET SERVICE PROVIDER;ACTIVE SERVER PAGE;;0;0;;;;;
TOP-LEVEL DOMAINS;ACTIVE SERVER PAGE;;0;0;;;;;
TRADITIONAL TELEPHONE;ACTIVE SERVER PAGE;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL;ACTIVE SERVER PAGE;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;ACTIVE SERVER PAGE;;0;0;;;;;
TRANSPORT LAYER;ACTIVE SERVER PAGE;;0;0;;;;;
TROJAN HORSE;ACTIVE SERVER PAGE;;0;0;;;;;
UNIFORM RESOURCE LOCATOR;ACTIVE SERVER PAGE;;0;0;;;;;
USER DATAGRAM PROTOCOL;ACTIVE SERVER PAGE;;0;0;;;;;
VIRUS;ACTIVE SERVER PAGE;;0;0;;;;;
VOICE OVER INTERNET PROTOCOL;ACTIVE SERVER PAGE;;0;0;;;;;
WEBSERVER;ACTIVE SERVER PAGE;;0;0;;;;;
WIDE AREA NETWORK;ACTIVE SERVER PAGE;;0;0;;;;;
WIRELESS NETWORK;ACTIVE SERVER PAGE;;0;0;;;;;
WORLD WIDE WEB;ACTIVE SERVER PAGE;;0;0;;;;;
WORM;ACTIVE SERVER PAGE;;0;0;;;;;
SECOND GENERATION;ACTIVE SERVER PAGE;;0;0;;;;;
EMAIL;ACTIVE SERVER PAGE;;0;0;;;;;
CLIENT-SIDE;ACTIVE SERVER PAGE;;0;0;;;;;
SERVER-SIDE;ACTIVE SERVER PAGE;;0;0;;;;;
SERVLET;ACTIVE SERVER PAGE;;0;0;;;;;
WEBSERVERS;ACTIVE SERVER PAGE;;0;0;;;;;
4G;ACTIVE SERVER PAGE;;0;0;;;;;
ANTIVIRUS SOFTWARE;ACTIVE SERVER PAGE;;0;0;;;;;
SEARCH ENGINE;ACTIVE SERVER PAGE;;0;0;;;;;
WIFI NETWORK;ACTIVE SERVER PAGE;;0;0;;;;;
1G;ADDRESSING SYSTEM;;0;0;;;;;
3G;ADDRESSING SYSTEM;;0;0;;;;;
ACCESS INTERNET SERVICE PROVIDER;ADDRESSING SYSTEM;;0;0;;;;;
ACCESS POINT;ADDRESSING SYSTEM;;0;0;;;;;
ACTIVE SERVER PAGE;ADDRESSING SYSTEM;;0;0;;;;;
APPLICATION LAYER;ADDRESSING SYSTEM;;0;0;;;;;
AUDITING SOFTWARE;ADDRESSING SYSTEM;;0;0;;;;;
BIT PATTERN;ADDRESSING SYSTEM;;0;0;;;;;
BODY;ADDRESSING SYSTEM;;0;0;;;;;
BRIDGE;ADDRESSING SYSTEM;;0;0;;;;;
BROWSER;ADDRESSING SYSTEM;;0;0;;;;;
BUS;ADDRESSING SYSTEM;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE;ADDRESSING SYSTEM;;0;0;;;;;
CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION;ADDRESSING SYSTEM;;0;0;;;;;
CERTIFICATE;ADDRESSING SYSTEM;;0;0;;;;;
CERTIFICATE AUTHORITY;ADDRESSING SYSTEM;;0;0;;;;;
CLIENT;ADDRESSING SYSTEM;;0;0;;;;;
CLIENT SIDE;ADDRESSING SYSTEM;;0;0;;;;;
CLIENT/SERVER MODEL;ADDRESSING SYSTEM;;0;0;;;;;
CLOUD COMPUTING;ADDRESSING SYSTEM;;0;0;;;;;
CLUSTER COMPUTE;ADDRESSING SYSTEM;;0;0;;;;;
COLLISION AVOIDANCE;ADDRESSING SYSTEM;;0;0;;;;;
COLLISION DETECTION;ADDRESSING SYSTEM;;0;0;;;;;
COMPUTER;ADDRESSING SYSTEM;;0;0;;;;;
COMPUTER SYSTEM;ADDRESSING SYSTEM;;0;0;;;;;
CONTENT DELIVERY NETWORK;ADDRESSING SYSTEM;;0;0;;;;;
DENIAL OF SERVICE;ADDRESSING SYSTEM;;0;0;;;;;
DIGITAL SIGNATURE;ADDRESSING SYSTEM;;0;0;;;;;
DISTRIBUTED SYSTEM;ADDRESSING SYSTEM;;0;0;;;;;
DOMAIN;ADDRESSING SYSTEM;;0;0;;;;;
DOMAIN NAME;ADDRESSING SYSTEM;;0;0;;;;;
DOMAIN NAME SYSTEM;ADDRESSING SYSTEM;;0;0;;;;;
ENCRYPTION;ADDRESSING SYSTEM;;0;0;;;;;
END SYSTEM;ADDRESSING SYSTEM;;0;0;;;;;
END USER;ADDRESSING SYSTEM;;0;0;;;;;
ETHERNET NETWORK;ADDRESSING SYSTEM;;0;0;;;;;
EXTENSIBLE MARKUP LANGUAGE;ADDRESSING SYSTEM;;0;0;;;;;
FILE SERVER;ADDRESSING SYSTEM;;0;0;;;;;
FILE TRANSFER PROTOCOL;ADDRESSING SYSTEM;;0;0;;;;;
FIREWALL;ADDRESSING SYSTEM;;0;0;;;;;
FORWARDING TABLE;ADDRESSING SYSTEM;;0;0;;;;;
GATEWAY;ADDRESSING SYSTEM;;0;0;;;;;
GRID COMPUTE;ADDRESSING SYSTEM;;0;0;;;;;
HEAD;ADDRESSING SYSTEM;;0;0;;;;;
HIDDEN TERMINAL PROBLEM;ADDRESSING SYSTEM;;0;0;;;;;
HOP COUNT;ADDRESSING SYSTEM;;0;0;;;;;
HOT SPOT;ADDRESSING SYSTEM;;0;0;;;;;
HUB;ADDRESSING SYSTEM;;0;0;;;;;
HYPERTEXT;ADDRESSING SYSTEM;;0;0;;;;;
HYPERTEXT DOCUMENT;ADDRESSING SYSTEM;;0;0;;;;;
HYPERTEXT MARKUP LANGUAGE;ADDRESSING SYSTEM;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL;ADDRESSING SYSTEM;;0;0;;;;;
HYPERTEXT TRANSFER PROTOCOL SERVER;ADDRESSING SYSTEM;;0;0;;;;;
INSTANT MESSAGING;ADDRESSING SYSTEM;;0;0;;;;;
INTERNET;ADDRESSING SYSTEM;;0;0;;;;;
INTERNET INFRASTRUCTURE;ADDRESSING SYSTEM;;0;0;;;;;
INTERNET MAIL ACCESS PROTOCOL;ADDRESSING SYSTEM;;0;0;;;;;
INTERNET PROTOCOL;ADDRESSING SYSTEM;;0;0;;;;;
INTERNET PROTOCOL ADDRESS;ADDRESSING SYSTEM;;0;0;;;;;
INTERNET PROTOCOL NETWORK;ADDRESSING SYSTEM;;0;0;;;;;
INTERNET SERVICE PROVIDER;ADDRESSING SYSTEM;;0;0;;;;;
INTERNET SOFTWARE;ADDRESSING SYSTEM;;0;0;;;;;
INTERNET2;ADDRESSING SYSTEM;;0;0;;;;;
INTERPROCESS COMMUNICATION;ADDRESSING SYSTEM;;0;0;;;;;
INTRANET;ADDRESSING SYSTEM;;0;0;;;;;
JAVASERVER PAGE;ADDRESSING SYSTEM;;0;0;;;;;
LINK LAYER;ADDRESSING SYSTEM;;0;0;;;;;
LOCAL AREA NETWORK;ADDRESSING SYSTEM;;0;0;;;;;
MAGNETIC DISK;ADDRESSING SYSTEM;;0;0;;;;;
MAIL SERVER;ADDRESSING SYSTEM;;0;0;;;;;
MALICIOUS SOFTWARE;ADDRESSING SYSTEM;;0;0;;;;;
MASS STORAGE;ADDRESSING SYSTEM;;0;0;;;;;
METROPOLITAN AREA NETWORK;ADDRESSING SYSTEM;;0;0;;;;;
MNEMONIC ADDRESS;ADDRESSING SYSTEM;;0;0;;;;;
MNEMONIC DOMAIN NAME;ADDRESSING SYSTEM;;0;0;;;;;
NAME SERVER;ADDRESSING SYSTEM;;0;0;;;;;
NETWORK;ADDRESSING SYSTEM;;0;0;;;;;
NETWORK LAYER;ADDRESSING SYSTEM;;0;0;;;;;
NETWORK NEWS TRANSFER PROTOCOL;ADDRESSING SYSTEM;;0;0;;;;;
NETWORK SOFTWARE;ADDRESSING SYSTEM;;0;0;;;;;
OPEN NETWORK;ADDRESSING SYSTEM;;0;0;;;;;
PEER-TO-PEER MODEL;ADDRESSING SYSTEM;;0;0;;;;;
PERSONAL AREA NETWORK;ADDRESSING SYSTEM;;0;0;;;;;
PHISHING;ADDRESSING SYSTEM;;0;0;;;;;
PHONE NETWORK;ADDRESSING SYSTEM;;0;0;;;;;
PHP;ADDRESSING SYSTEM;;0;0;;;;;
PORT NUMBER;ADDRESSING SYSTEM;;0;0;;;;;
POST OFFICE PROTOCOL VERSION 3;ADDRESSING SYSTEM;;0;0;;;;;
PRINT SERVER;ADDRESSING SYSTEM;;0;0;;;;;
PRIVATE-KEY;ADDRESSING SYSTEM;;0;0;;;;;
PROTOCOL;ADDRESSING SYSTEM;;0;0;;;;;
PROXY SERVER;ADDRESSING SYSTEM;;0;0;;;;;
PUBLIC-KEY;ADDRESSING SYSTEM;;0;0;;;;;
PUBLIC-KEY ENCRYPTION;ADDRESSING SYSTEM;;0;0;;;;;
REGISTERED DOMAIN;ADDRESSING SYSTEM;;0;0;;;;;
REMOTE MAIL SERVER;ADDRESSING SYSTEM;;0;0;;;;;
REMOTE SERVER;ADDRESSING SYSTEM;;0;0;;;;;
REPEATER;ADDRESSING SYSTEM;;0;0;;;;;
ROUTER;ADDRESSING SYSTEM;;0;0;;;;;
SECURE SHELL;ADDRESSING SYSTEM;;0;0;;;;;
SECURE SOCKET LAYER;ADDRESSING SYSTEM;;0;0;;;;;
SERVER;ADDRESSING SYSTEM;;0;0;;;;;
SERVER SIDE;ADDRESSING SYSTEM;;0;0;;;;;
SERVLETS;ADDRESSING SYSTEM;;0;0;;;;;
SIMPLE MAIL TRANSFER PROTOCOL;ADDRESSING SYSTEM;;0;0;;;;;
SOFTWARE;ADDRESSING SYSTEM;;0;0;;;;;
SPYWARE;ADDRESSING SYSTEM;;0;0;;;;;
STAR;ADDRESSING SYSTEM;;0;0;;;;;
SUBDOMAINS;ADDRESSING SYSTEM;;0;0;;;;;
SWITCH;ADDRESSING SYSTEM;;0;0;;;;;
TAG;ADDRESSING SYSTEM;;0;0;;;;;
TIER-1 INTERNET SERVICE PROVIDER;ADDRESSING SYSTEM;;0;0;;;;;
TIER-2 INTERNET SERVICE PROVIDER;ADDRESSING SYSTEM;;0;0;;;;;
TIER-3 INTERNET SERVICE PROVIDER;ADDRESSING SYSTEM;;0;0;;;;;
TOP-LEVEL DOMAINS;ADDRESSING SYSTEM;;0;0;;;;;
TRADITIONAL TELEPHONE;ADDRESSING SYSTEM;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL;ADDRESSING SYSTEM;;0;0;;;;;
TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK;ADDRESSING SYSTEM;;0;0;;;;;
TRANSPORT LAYER;ADDRESSING SYSTEM;;0;0;;;;;
TROJAN HORSE;ADDRESSING SYSTEM;;0;0;;;;;
UNIFORM RESOURCE LOCATOR;ADDRESSING SYSTEM;;0;0;;;;;
USER DATAGRAM PROTOCOL;ADDRESSING SYSTEM;;0;0;;;;;
VIRUS;ADDRESSING SYSTEM;;0;0;;;;;
VOICE OVER INTERNET PROTOCOL;ADDRESSING SYSTEM;;0;0;;;;;
WEBSERVER;ADDRESSING SYSTEM;;0;0;;;;;
WIDE AREA NETWORK;ADDRESSING SYSTEM;;0;0;;;;;
WIRELESS NETWORK;ADDRESSING SYSTEM;;0;0;;;;;
WORLD WIDE WEB;ADDRESSING SYSTEM;;0;0;;;;;
WORM;ADDRESSING SYSTEM;;0;0;;;;;
SECOND GENERATION;ADDRESSING SYSTEM;;0;0;;;;;
EMAIL;ADDRESSING SYSTEM;;0;0;;;;;
CLIENT-SIDE;ADDRESSING SYSTEM;;0;0;;;;;
SERVER-SIDE;ADDRESSING SYSTEM;;0;0;;;;;
SERVLET;ADDRESSING SYSTEM;;0;0;;;;;
WEBSERVERS;ADDRESSING SYSTEM;;0;0;;;;;
4G;ADDRESSING SYSTEM;;0;0;;;;;
ANTIVIRUS SOFTWARE;ADDRESSING SYSTEM;;0;0;;;;;
SEARCH ENGINE;ADDRESSING SYSTEM;;0;0;;;;;
WIFI NETWORK;ADDRESSING SYSTEM;;0;0;;;;;
1G;APPLICATION LAYER;;0;0;;;;;
3G;APPLICATION LAYER;;0;0;;;;;
